channel,id,name,alt_names,is_main,broadcast_area,timezones,languages,format
TennesseeValleySportsEntertainmentNetwork.us,HD,HD,,TRUE,c/US,America/Chicago,eng,720p
TheBradyBunch.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
TheConners.us,SD,SD,,TRUE,c/US;c/CA,America/New_York,eng,1080p
TheDoctors.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080p
TheGoodWife.us,SD,SD,,TRUE,c/US,America/New_York,eng,720p
TheHillsLagunaBeach.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
TheLatinZoneTV.us,HD,HD,,TRUE,c/US;c/DO,America/New_York,eng;spa,720p
TheLoudHouse.us,HD,HD,,TRUE,c/US,America/New_York,eng,720p
TheM.us,SD,SD,,TRUE,c/US,America/New_York,eng,720p
ThePinkPanther.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
ThePriceIsRight.us,HD,HD,,TRUE,c/US,America/New_York,eng,720p
TheSpot.us,SD,SD,,TRUE,c/US,America/New_York,eng,720p
TheSpotArizona61.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080i
TheWendyWilliamsShow.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
TheWildWildWest.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
ThrillerMax.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng,1080i
ThrillerMax.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng,1080i
TomAndJerry.do,HD,HD,,TRUE,c/US;c/DO,America/New_York,eng,720p
ToughJobs.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
TransformersTV.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
TurismoHD.do,HD,HD,,TRUE,c/US;c/DO,America/New_York,eng;spa,720p
TVW.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080i
Univision.us,EastHD,East HD,,FALSE,c/US,America/New_York,eng,1080p
Univision.us,WestHD,West HD,,FALSE,c/US,America/Los_Angeles,eng,1080p
VegasLifeTV.us,HD,HD,,TRUE,c/US;c/PH,America/New_York,eng;tgl,1080p
VH1QueensofReality.us,SD,SD,,TRUE,c/US,America/Los_Angeles,eng,720p
WatchmenChristianTV.us,SD,SD,,TRUE,c/US,America/New_York,eng,720p
WeedsNurseJackie.us,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
WFMZHD.us,SD,SD,,TRUE,c/US,America/New_York,eng,720p
Whiplash.us,HD,HD,,TRUE,c/US,America/New_York,eng,720p
WillowSports.us,SD,SD,,TRUE,c/US;c/CA,America/Los_Angeles,eng,1080p
WindowTV.us,SD,SD,,TRUE,c/US,America/New_York,eng,720p
WineWatchesWhiskey.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080p
WorldChannel.us,WMABTV,WMAB-TV,,FALSE,c/US,America/New_York,eng,1080i
XITE60s70sGroove.nl,US,US,,TRUE,c/US,America/New_York,eng,1080p
XITE90sThrowback.us,SD,SD,,TRUE,c/US;c/CA,America/New_York,eng,1080p
XITECelebrates.us,SD,SD,,TRUE,c/US;c/CA,America/New_York,eng,1080p
XITEClassicCountry.nl,SD,SD,,TRUE,c/US,America/New_York,eng,1080p
XITEHipHopEvolution.us,SD,SD,,TRUE,c/US;c/CA,America/New_York,eng,1080p
XITEHits.nl,US,US,,FALSE,c/US;c/CA,America/New_York,eng,1080p
XITEJustChill.nl,US,US,,TRUE,c/US,America/New_York,eng,1080p
XITERapGame.us,SD,SD,,TRUE,c/US;c/CA,America/New_York,eng,1080p
XITERBFeels.us,SD,SD,,TRUE,c/US;c/CA,America/New_York,eng,1080p
XITERockxMetal.nl,US,US,,TRUE,c/US,America/New_York,eng,1080p
YouTubeTVZen.us,HD,HD,,TRUE,c/US,America/New_York,eng,1080p
ZeeTVUSA.us,HD,HD,,FALSE,c/US,America/New_York,eng,1080i
